Movie_Title,Director,Actors,Total_Gross,main_genre,budget,genres,id,imdb_id,original_language,original_title,revenue
The Matrix Reloaded,"Directors:Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",$281.49M,Action,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",604,tt0234215,en,The Matrix Reloaded,738599701.0
The Patriot,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs",$113.33M,Action,110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",2024,tt0187393,en,The Patriot,215294342.0
The Patriot,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs",$113.33M,Action,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6058,tt0120786,en,The Patriot,0.0
Arlington Road,Mark Pellington,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis",$24.36M,Action,21500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1073,tt0137363,en,Arlington Road,0.0
Ronin,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård",$41.62M,Action,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",8195,tt0122690,en,Ronin,41610884.0
From Dusk Till Dawn,Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis, Quentin Tarantino",$25.75M,Action,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",755,tt0116367,en,From Dusk Till Dawn,25836616.0
GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen",$106.60M,Action,58000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",710,tt0113189,en,GoldenEye,352194034.0
Natural Born Killers,Oliver Stone,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield",$50.28M,Action,34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",241,tt0110632,en,Natural Born Killers,50282766.0
In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott",$102.31M,Action,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",9386,tt0107206,en,In the Line of Fire,176997168.0
Star Trek VI: The Undiscovered Country,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",$74.89M,Action,27000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",174,tt0102975,en,Star Trek VI: The Undiscovered Country,96900000.0
Point Break,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",$43.22M,Action,24000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1089,tt0102685,en,Point Break,83531958.0
Point Break,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",$43.22M,Action,105000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",257088,tt2058673,en,Point Break,133718711.0
Point Break,Ericson Core,"Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer",$28.78M,Action,24000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1089,tt0102685,en,Point Break,83531958.0
Point Break,Ericson Core,"Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer",$28.78M,Action,105000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",257088,tt2058673,en,Point Break,133718711.0
Lethal Weapon 2,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Patsy Kensit",$147.25M,Action,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",942,tt0097733,en,Lethal Weapon 2,227853986.0
Willow,Ron Howard,"Val Kilmer, Joanne Whalley, Warwick Davis, Jean Marsh",$57.27M,Action,35000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",847,tt0096446,en,Willow,57269863.0
They Live,John Carpenter,"Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower",$13.01M,Action,4000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",8337,tt0096256,en,They Live,13008928.0
The Transformers: The Movie,Nelson Shin,"Orson Welles, Robert Stack, Leonard Nimoy, Norman Alden",$5.85M,Animation,6000000,"[{'id': 16, 'name': 'Animation'}]",1857,tt0092106,en,The Transformers: The Movie,5849647.0
The Hitcher,Robert Harmon,"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn",$5.84M,Action,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9542,tt0091209,en,The Hitcher,5844868.0
The Hitcher,Robert Harmon,"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn",$5.84M,Action,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",8398,tt0455960,en,The Hitcher,25399945.0
The Hitcher,Dave Meyers,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough",$16.47M,Crime,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9542,tt0091209,en,The Hitcher,5844868.0
The Hitcher,Dave Meyers,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough",$16.47M,Crime,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",8398,tt0455960,en,The Hitcher,25399945.0
Big Trouble in Little China,John Carpenter,"Kurt Russell, Kim Cattrall, Dennis Dun, James Hong",$11.10M,Action,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",6978,tt0090728,en,Big Trouble in Little China,11000000.0
Silverado,Lawrence Kasdan,"Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover",$33.20M,Action,26000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",11509,tt0090022,en,Silverado,0.0
Runaway Train,Andrey Konchalovskiy,"Jon Voight, Eric Roberts, Rebecca De Mornay, Kyle T. Heffner",$7.94M,Action,9000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11893,tt0089941,en,Runaway Train,7936012.0
Magnum Force,Ted Post,"Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul",$4.56M,Action,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10648,tt0070355,en,Magnum Force,39768000.0
Vanishing Point,Richard C. Sarafian,"Barry Newman, Cleavon Little, Charlotte Rampling, Dean Jagger",Gross Unkown,Action,1300000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",11951,tt0067927,en,Vanishing Point,72266306.0
The Italian Job,Peter Collinson,"Michael Caine, Noël Coward, Benny Hill, Raf Vallone",Gross Unkown,Action,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",9654,tt0317740,en,The Italian Job,176070171.0
The Italian Job,Peter Collinson,"Michael Caine, Noël Coward, Benny Hill, Raf Vallone",Gross Unkown,Action,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",10536,tt0064505,fr,The Italian Job,0.0
The Italian Job,F. Gary Gray,"Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron",$106.13M,Action,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",9654,tt0317740,en,The Italian Job,176070171.0
The Italian Job,F. Gary Gray,"Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron",$106.13M,Action,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",10536,tt0064505,fr,The Italian Job,0.0
Django,Sergio Corbucci,"Franco Nero, José Canalejas, José Bódalo, Loredana Nusciak",$0.03M,Action,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",10772,tt0060315,it,Django,17277.0
Django,Sergio Corbucci,"Franco Nero, José Canalejas, José Bódalo, Loredana Nusciak",$0.03M,Action,0,"[{'id': 18, 'name': 'Drama'}]",436334,tt6247936,fr,Django,0.0
Dr. No,Terence Young,"Sean Connery, Ursula Andress, Bernard Lee, Joseph Wiseman",$16.07M,Action,950000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",646,tt0055928,en,Dr. No,59600000.0
Kaabil,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy",Gross Unkown,Action,5200000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",403867,tt5460276,hi,Kaabil,0.0
Allied,Robert Zemeckis,"Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim",$40.10M,Action,85000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",369885,tt3640424,en,Allied,119520023.0
Everest,Baltasar Kormákur,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",$43.48M,Action,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]",21736,tt0120661,en,Everest,76447420.0
Everest,Baltasar Kormákur,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",$43.48M,Action,55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",253412,tt2719848,en,Everest,203427584.0
Kraftidioten,Hans Petter Moland,"Stellan Skarsgård, Bruno Ganz, Pål Sverre Hagen, Jakob Oftebro",$0.05M,Action,4161012,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",252822,tt2675914,no,Kraftidioten,0.0
Gabbar Is Back,Radha Krishna Jagarlamudi,"Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman",Gross Unkown,Action,11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",337876,tt2424988,hi,Gabbar Is Back,41000000.0
Kung Fu Panda 3,"Directors:Alessandro Carloni, Jennifer Yuh Nelson","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",$143.53M,Animation,145000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",140300,tt2267968,en,Kung Fu Panda 3,521170825.0
God Bless America,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton",$0.12M,Action,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",74306,tt1912398,en,God Bless America,122550.0
Deepwater Horizon,Peter Berg,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont",$61.43M,Action,110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",296524,tt1860357,en,Deepwater Horizon,121790373.0
Snowpiercer,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",$4.56M,Action,39200000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",110415,tt1706620,ko,Snowpiercer,86758912.0
Dredd,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",$13.41M,Action,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",49049,tt1343727,en,Dredd,41037742.0
Flickan som lekte med elden,Daniel Alfredson,"Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson",$9.08M,Action,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",24253,tt1216487,sv,Flickan som lekte med elden,66995253.0
Micmacs à tire-larigot,Jean-Pierre Jeunet,"Dany Boon, André Dussollier, Nicolas Marié, Yolande Moreau",$1.26M,Action,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",27936,tt1149361,fr,Micmacs à tire-larigot,14000000.0
JCVD,Mabrouk El Mechri,"Jean-Claude Van Damme, Valérie Bodson, Hervé Sogne, Rock Chen",$0.47M,Action,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",13672,tt1130988,fr,JCVD,276891.0
Planet Terror,Robert Rodriguez,"Rose McGowan, Freddy Rodríguez, Josh Brolin, Marley Shelton",Gross Unkown,Action,0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1992,tt1077258,en,Planet Terror,0.0
Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos",$28.64M,Action,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",179798,tt0080605,en,Defiance,0.0
Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos",$28.64M,Action,32000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",13813,tt1034303,en,Defiance,51155219.0
Shooter,Antoine Fuqua,"Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover",$47.00M,Action,61000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7485,tt0822854,en,Shooter,95696996.0
Man of Steel,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",$291.05M,Action,225000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",49521,tt0770828,en,Man of Steel,662845518.0
Rocky Balboa,Sylvester Stallone,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",$70.27M,Action,24000000,"[{'id': 18, 'name': 'Drama'}]",1246,tt0479143,en,Rocky Balboa,155721132.0
Deja Vu,Tony Scott,"Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer",$64.04M,Action,0,"[{'id': 18, 'name': 'Drama'}]",202744,tt0089065,en,Deja Vu,0.0
Pirates of the Caribbean: At World's End,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush",$309.42M,Action,300000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",285,tt0449088,en,Pirates of the Caribbean: At World's End,961000000.0
Fanaa,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Tabu",$2.10M,Action,5300000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",8453,tt0439662,hi,Fanaa,22175908.0
Flags of Our Fathers,Clint Eastwood,"Ryan Phillippe, Barry Pepper, Joseph Cross, Jesse Bradford",$33.60M,Action,90000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",3683,tt0418689,en,Flags of Our Fathers,65900249.0
Banlieue 13,Pierre Morel,"Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri",$1.20M,Action,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",10045,tt0414852,fr,Banlieue 13,9584131.0
"I, Robot",Alex Proyas,"Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk",$144.80M,Action,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2048,tt0343818,en,"I, Robot",347234916.0
Live Free or Die Hard,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q",$134.53M,Action,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1571,tt0337978,en,Live Free or Die Hard,383531464.0
We Were Soldiers,Randall Wallace,"Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott",$78.12M,Action,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10590,tt0277434,en,We Were Soldiers,114660784.0
Pitch Black,David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel, Keith David",$39.24M,Action,23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2787,tt0134847,en,Pitch Black,53187659.0
Payback,Brian Helgeland,"Mel Gibson, Gregg Henry, Maria Bello, David Paymer",$81.53M,Action,90000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2112,tt0120784,en,Payback,161626121.0
The Mummy,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",$155.25M,Action,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",564,tt0120616,en,The Mummy,415885488.0
The Mummy,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",$155.25M,Action,196000,"[{'id': 27, 'name': 'Horror'}]",15849,tt0023245,en,The Mummy,0.0
The Mummy,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",$155.25M,Action,0,"[{'id': 27, 'name': 'Horror'}]",18990,tt0053085,en,The Mummy,0.0
The Mummy,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",$155.25M,Action,125000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",282035,tt2345759,en,The Mummy,407778013.0
The Mummy,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",$80.10M,Action,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",564,tt0120616,en,The Mummy,415885488.0
The Mummy,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",$80.10M,Action,196000,"[{'id': 27, 'name': 'Horror'}]",15849,tt0023245,en,The Mummy,0.0
The Mummy,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",$80.10M,Action,0,"[{'id': 27, 'name': 'Horror'}]",18990,tt0053085,en,The Mummy,0.0
The Mummy,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",$80.10M,Action,125000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",282035,tt2345759,en,The Mummy,407778013.0
Blade,Stephen Norrington,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright",$70.09M,Action,45000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",36647,tt0120611,en,Blade,131183530.0
Three Kings,David O. Russell,"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze",$60.65M,Action,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",6415,tt0120188,en,Three Kings,108000000.0
Mission: Impossible,Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny",$180.98M,Action,80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",954,tt0117060,en,Mission: Impossible,457696359.0
Desperado,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin",$25.63M,Action,7000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",8068,tt0112851,en,Desperado,25405445.0
Batman Returns,Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken",$162.83M,Action,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",364,tt0103776,en,Batman Returns,280000000.0
Die Hard 2,Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson",$117.54M,Action,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1573,tt0099423,en,Die Hard 2,240031094.0
Casualties of War,Brian De Palma,"Michael J. Fox, Sean Penn, Don Harvey, John C. Reilly",$18.67M,Action,22500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10142,tt0097027,en,Casualties of War,18671317.0
No Way Out,Roger Donaldson,"Kevin Costner, Gene Hackman, Sean Young, Will Patton",$35.51M,Action,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10083,tt0093640,en,No Way Out,35509515.0
No Way Out,Roger Donaldson,"Kevin Costner, Gene Hackman, Sean Young, Will Patton",$35.51M,Action,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",28433,tt0042792,en,No Way Out,0.0
Highlander,Russell Mulcahy,"Christopher Lambert, Sean Connery, Clancy Brown, Roxanne Hart",$5.90M,Action,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",8009,tt0091203,en,Highlander,5900000.0
WarGames,John Badham,"Matthew Broderick, Ally Sheedy, John Wood, Dabney Coleman",$79.57M,Action,12000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",860,tt0086567,en,WarGames,79567667.0
Escape from New York,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence",$25.24M,Action,6000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",1103,tt0082340,en,Escape from New York,50244700.0
The Poseidon Adventure,Ronald Neame,"Gene Hackman, Ernest Borgnine, Shelley Winters, Red Buttons",$84.56M,Action,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",551,tt0069113,en,The Poseidon Adventure,84563118.0
The Poseidon Adventure,Ronald Neame,"Gene Hackman, Ernest Borgnine, Shelley Winters, Red Buttons",$84.56M,Action,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",28512,tt0419358,en,The Poseidon Adventure,0.0
Sultan,Ali Abbas Zafar,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh",$6.20M,Action,10400000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",376812,tt4832640,hi,Sultan,102000000.0
Sultan,Ali Abbas Zafar,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh",$6.20M,Action,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",452606,tt0264051,tr,Sultan,0.0
Spy,Paul Feig,"Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham",$110.83M,Action,65000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",238713,tt3079380,en,Spy,235666219.0
A Most Violent Year,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola",$5.74M,Action,20000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",241239,tt2937898,en,A Most Violent Year,12007070.0
Star Trek Beyond,Justin Lin,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",$158.85M,Action,185000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",188927,tt2660888,en,Star Trek Beyond,343471816.0
22 Jump Street,"Directors:Phil Lord, Christopher Miller","Channing Tatum, Jonah Hill, Ice Cube, Nick Offerman",$191.72M,Action,50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",187017,tt2294449,en,22 Jump Street,188441614.0
Chronicle,Josh Trank,"Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly",$64.58M,Action,15000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",76726,tt1706593,en,Chronicle,145000000.0
Super 8,J.J. Abrams,"Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney",$127.00M,Action,50000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",37686,tt1650062,en,Super 8,260095987.0
